Trial_ID,Title,Has_Outcome_Data,Primary_Outcome_Count,Secondary_Outcome_Count,Primary_Outcomes,Secondary_Outcomes,CBR,CR,DFS,DMFS,DoR,EFS,LRFS,ORR,OS,PFS,PR,QOL,RR,TOX,TTF,TTP
NCT03682224,Exparel and Marcaine for Pain Management in Thoracoscopic Lobectomy Patients,True,1,4,Total Morphine Equivalents Consumed (MEDIAN) MEq = 48 [23-71],"VAS Pain Score (MEDIAN) score on a scale = 4.8 [4.3-6.2]; Treatment Cost (MEDIAN) United States Dollars = 22,775 [19,930-30,659]; Pharmacy Cost (MEDIAN) United States Dollars = 1052 [970-1295]; Mortality (COUNT_OF_PARTICIPANTS) Participants = 0",,,,,,,,,,,,,,,,
NCT03689855,Ramucirumab and Atezolizumab After Progression on Any Immune Checkpoint Blocker in NSCLC,True,1,4,Overall Response Rate (ORR) (COUNT_OF_PARTICIPANTS) Participants = 1,Clinical Benefit Rate (CBR) (COUNT_OF_PARTICIPANTS) Participants = 16; Toxicity and Tolerability as Measured by Number of Participants Who Experienced Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 8; Overall Survival (OS) (MEDIAN) months = 16.3 [7.1-20.9]; Progression-free Survival (PFS) (MEDIAN) months = 1.0 [1.0-2.3],Clinical Benefit Rate (CBR) (COUNT_OF_PARTICIPANTS) Participants = 16,,,,,,,,Overall Survival (OS) (MEDIAN) months = 16.3 [7.1-20.9],Progression-free Survival (PFS) (MEDIAN) months = 1.0 [1.0-2.3],,,Overall Response Rate (ORR) (COUNT_OF_PARTICIPANTS) Participants = 1,Toxicity and Tolerability as Measured by Number of Participants Who Experienced Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 8,,
NCT03693300,A Study to Determine Safety of Durvalumab After Sequential Chemo Radiation in Patients With Unresect,True,1,8,Number of Patients With Grade 3 and Grade 4 Treatment-related Adverse Events (TRAEs) (COUNT_OF_PARTICIPANTS) Participants = 7,"Progression-free Survival (PFS) (MEDIAN) Months = 13.1 [7.36-19.91]; Percentage of Patients Progression-free at 12 Months (NUMBER) Percentage of patient = 51.1 [41.29-60.02]; Overall Survival (OS) (MEDIAN) Months = 39.0; Percentage of Patients Alive (NUMBER) Percentage of patient = 83.9 [75.73-89.57]; Objective Response Rate (ORR) (COUNT_OF_PARTICIPANTS) Participants = 24; ; Lung Cancer Mortality (MEDIAN) Months = 41.8; Number of Participants With Adverse Events (AEs), Serious Adverse Events (SAEs), Adverse Event of Special Interests (AESIs), and Immune-mediated Adverse Event (imAEs) (COUNT_OF_PARTICIPANTS) Participants = 108",,,,,,,,Objective Response Rate (ORR) (COUNT_OF_PARTICIPANTS) Participants = 24,Overall Survival (OS) (MEDIAN) Months = 39.0,Progression-free Survival (PFS) (MEDIAN) Months = 13.1 [7.36-19.91],,,Objective Response Rate (ORR) (COUNT_OF_PARTICIPANTS) Participants = 24,"Number of Patients With Grade 3 and Grade 4 Treatment-related Adverse Events (TRAEs) (COUNT_OF_PARTICIPANTS) Participants = 7; Number of Participants With Adverse Events (AEs), Serious Adverse Events (SAEs), Adverse Event of Special Interests (AESIs), and Immune-mediated Adverse Event (imAEs) (COUNT_OF_PARTICIPANTS) Participants = 108",,
NCT03704688,Trial of Trametinib and Ponatinib in Patients With KRAS Mutant Advanced Non-Small Cell Lung Cancer,True,2,0,"Maximum Tolerated Dose of Ponatinib, Phase I (NUMBER) mg of ponatinib = 30; Overall Response Rate (COUNT_OF_PARTICIPANTS) Participants = 1",,,,,,,,,,,,,,Overall Response Rate (COUNT_OF_PARTICIPANTS) Participants = 1,,,
NCT03717155,Study of Avelumab and Cetuximab Plus Gemcitabine and Cisplatin in Participants With NSCLC,True,1,10,Percentage of Participants With Confirmed Best Objective Response (BOR) According to Response Evaluation Criteria In Solid Tumors (RECIST) Version 1.1 Assessed by Investigator (NUMBER) percentage of participants = 34.9 [21.0-50.9],"Number of Participants With Treatment-Emergent Adverse Events (TEAEs), Treatment-Related Adverse Events (AEs), Treatment-Related Grade >=3 TEAEs and Immune-related Treatment Emergent AEs (irTEAEs) (COUNT_OF_PARTICIPANTS) Participants = 41; Progression-Free Survival (PFS) Time Per Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 (MEDIAN) Months = 6.1 [4.3-9.0]; Duration of Response (DOR) (MEDIAN) Months = 7.1 [4.2-12.5]; Immediate Observed Serum Concentration at End of Infusion (Ceoi) of Avelumab (GEOMETRIC_MEAN) microgram per milliliter (mcg/mL) = 206; Immediate Observed Serum Concentration at End of Infusion (Ceoi) of Cetuximab (GEOMETRIC_MEAN) mcg/mL = 109; Serum Trough Concentration Levels (Ctrough) of Avelumab (GEOMETRIC_MEAN) mcg/mL = 28.8; Serum Trough Concentration Levels (Ctrough) of Cetuximab (GEOMETRIC_MEAN) mcg/mL = 12.1; Overall Survival (OS) (MEDIAN) Months = 10.1 [8.6-14.5]; Number of Participants With Positive Anti-Drug Antibody (ADA) of Avelumab (COUNT_OF_PARTICIPANTS) Participants = 7; Number of Participants With Positive Anti-Drug Antibody (ADA) of Cetuximab (COUNT_OF_PARTICIPANTS) Participants = 1",,,,,Duration of Response (DOR) (MEDIAN) Months = 7.1 [4.2-12.5],,,,Overall Survival (OS) (MEDIAN) Months = 10.1 [8.6-14.5],Progression-Free Survival (PFS) Time Per Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 (MEDIAN) Months = 6.1 [4.3-9.0],,,,"Number of Participants With Treatment-Emergent Adverse Events (TEAEs), Treatment-Related Adverse Events (AEs), Treatment-Related Grade >=3 TEAEs and Immune-related Treatment Emergent AEs (irTEAEs) (COUNT_OF_PARTICIPANTS) Participants = 41",,
NCT03735121,A Study to Investigate Atezolizumab Subcutaneous in Patients With Previously Treated Locally Advance,True,3,26,Part 1: Serum Trough Concentration (Ctrough) of Atezolizumab at Cycle 1 (GEOMETRIC_MEAN) micrograms per milliliter (μg/mL) = 121; Part 2: Observed Serum Ctrough of Atezolizumab at Cycle 1 (GEOMETRIC_MEAN) μg/mL = 85.4; Part 2: Area Under the Concentration-Time Curve From Time Zero to 21 Days (AUC 0-21 d) at Cycle 1 (GEOMETRIC_MEAN) micrograms day per mL (μg*day/mL) = 3327.9,"Part 1: Maximum Observed Serum Concentration (Cmax) of Atezolizumab (GEOMETRIC_MEAN) μg/mL = 251; Part 1: Time to Maximum Serum Concentration (Tmax) of Atezolizumab (MEDIAN) days = 3.02 [2.93-7.80]; Part 1: Area Under the Concentration-time Curve (AUClast) of Atezolizumab (GEOMETRIC_MEAN) μg*day/mL = 3870; ; Part 1: Percentage of Participants With Adverse Events (AEs) (NUMBER) percentage of participants = 100; Part 2: Percentage of Participants With AEs (NUMBER) percentage of participants = 85.5; Part 2: Model Predicted Ctrough of Atezolizumab at Cycle 1 (GEOMETRIC_MEAN) μg/mL = 88.7; Part 2: Model Predicted Ctrough at Steady State (Ctrough,ss) of Atezolizumab (GEOMETRIC_MEAN) μg/mL = 179; Part 2: Model Predicted AUC at Steady State (AUCss) of Atezolizumab (GEOMETRIC_MEAN) ug*day/mL = 6107; Part 2: Objective Response Rate (ORR) (NUMBER) percentage of participants = 10.5 [5.7-17.3]; Part 2: Progression-free Survival (PFS) (MEDIAN) months = 2.9 [1.8-4.2]; Part 2: Overall Survival (OS) (MEDIAN) months = 10.1 [7.5-12.3]; Part 2: Duration of Response (DOR) (MEDIAN) months = 11.2; Part 2: Change From Baseline in European Organization for Research and Treatment of Cancer (EORTC) Item Library (IL) 57 Physical Functioning Score (MEAN) score on a scale = 74.53; Part 2: Change From Baseline in EORTC IL57 Role Functioning Score (MEAN) score on a scale = 74.93; Part 2: Change From Baseline in EORTC IL57 Global Health Status Score (MEAN) score on a scale = 66.52; Part 2: Overall Satisfaction With Treatment Over Time, Assessed by the Modified Satisfaction With Therapy (SWT) Scale of the Cancer Therapy Satisfaction Questionnaire (CTSQ) (MEAN) score on a scale = 77.29; Part 2: Percentage of Participants by Their Responses to AE's Burden Over Time, Assessed by the Treatment-related Symptom Burden Item From the EORTC IL57 (NUMBER) percentage of participants = 49.6; Part 2: Percentage of Participants With Ant-Drug Antibodies (ADAs) to Atezolizumab After SC or IV Administration (NUMBER) percentage of participants = 14.3; Part 2: Percentage of Participants With ADAs to rHuPH20 After SC Administration (NUMBER) percentage of participants = 5.7; Part 2: Percentage of Health Care Professionals (HCPs) by Their Response to Question 2 of HCP SC Versus IV Perspective Questionnaire (NUMBER) percentage of HCPs = 24.0; Part 2: Percentage of HCPs by Their Response to Question 3 of the HCP SC Versus IV Perspective Questionnaire (NUMBER) percentage of HCPs = 74.0; Part 2: Percentage of HCPs by Their Response to Question 4 of the HCP SC Versus IV Perspective Questionnaire (NUMBER) percentage of HCPs = 32.0; Part 2: Percentage of HCPs by Their Response to Question 2 of the HCP SC Perspective Questionnaire (NUMBER) percentage of HCPs = 78.6; Part 2: Percentage of HCPs by Their Response to Question 3 of the HCP SC Perspective Questionnaire (NUMBER) percentage of HCPs = 54.8; Part 2: Percentage of HCPs by Their Response to Question 4 of the HCP SC Perspective Questionnaire (NUMBER) percentage of HCPs = 34.5",,,,,Part 2: Duration of Response (DOR) (MEDIAN) months = 11.2,,,Part 2: Objective Response Rate (ORR) (NUMBER) percentage of participants = 10.5 [5.7-17.3],Part 2: Overall Survival (OS) (MEDIAN) months = 10.1 [7.5-12.3],Part 2: Progression-free Survival (PFS) (MEDIAN) months = 2.9 [1.8-4.2],,,Part 2: Objective Response Rate (ORR) (NUMBER) percentage of participants = 10.5 [5.7-17.3],Part 1: Percentage of Participants With Adverse Events (AEs) (NUMBER) percentage of participants = 100,,
NCT03735680,"A Study to Evaluate ONM-100, an Intraoperative Fluorescence Imaging Agent for the Detection of Cance",True,2,6,Measure Mean Fluorescence Intensity of Histologically Confirmed Tumor vs Normal Tissue in Patients Undergoing Routine Surgery [Tumor to Background Ratio (TBR)] (MEAN) ratio = 1.098; Incidence Rate of All Treatment-emergent Adverse Events (TEAEs) From Time of ONM-100 Administration Through Day 28 (COUNT_OF_PARTICIPANTS) Participants = 2,Evaluate Pharmacokinetic Parameters: Cmax (GEOMETRIC_MEAN) μg/mL = 26.5; Evaluate Pharmacokinetic Parameters: Tmax (MEDIAN) hr = 0.25 [0.22-1.12]; Evaluate Pharmacokinetic Parameters: AUC (GEOMETRIC_MEAN) hr x μg/mL = 433; Evaluate Pharmacokinetic Parameters: CL (GEOMETRIC_MEAN) L/hr = 0.053; Evaluate Pharmacokinetic Parameters: Vz (GEOMETRIC_MEAN) L = 3.78; Evaluate Pharmacokinetic Parameters: t1/2 (GEOMETRIC_MEAN) hr = 49.0,,,,,,,,,,,,,,Incidence Rate of All Treatment-emergent Adverse Events (TEAEs) From Time of ONM-100 Administration Through Day 28 (COUNT_OF_PARTICIPANTS) Participants = 2,,
NCT03743051,A Study to Evaluate the Efficacy and Safety of Anamorelin HCl for the Treatment of Malignancy Associ,True,2,4,Mean Change From Baseline in Body Weight Over 12 Weeks (LEAST_SQUARES_MEAN) Change from baseline in body weight (kg) = 1.938; Mean Change From Baseline in 5-item Anorexia Symptom Subscale (5-IASS) Over 12 Weeks (LEAST_SQUARES_MEAN) score on a scale = 3.816,Duration of Treatment Benefit (Weeks) From Baseline Over 12 Weeks in Body Weight (≥0 kg) (LEAST_SQUARES_MEAN) Weeks = 9.871; Duration of Treatment Benefit (Weeks) From Baseline Over 12 Weeks in Body Weight (≥1.5 kg) (LEAST_SQUARES_MEAN) Weeks = 4.967; Duration of Treatment Benefit (Weeks) From Baseline Over 12 Weeks in 5-IASS (≥0 Points) (LEAST_SQUARES_MEAN) Weeks = 10.523; Duration of Treatment Benefit (Weeks) From Baseline Over 12 Weeks in 5-IASS (≥3 Points) (LEAST_SQUARES_MEAN) Weeks = 6.185,,,,,,,,,,,,,,,,
NCT03743064,A Study to Evaluate the Efficacy and Safety of Anamorelin HCl for the Treatment of Malignancy Associ,True,2,4,Mean Change From Baseline in Body Weight Over 12 Weeks (LEAST_SQUARES_MEAN) kg = 1.822; Mean Change From Baseline in 5-item Anorexia Symptom Subscale (5-IASS) Over 12 Weeks (LEAST_SQUARES_MEAN) score on a scale = 3.432,Duration in Treatment Benefit (Weeks) From Baseline Over 12 Weeks in Body Weight (≥0 kg) (LEAST_SQUARES_MEAN) weeks = 8.859; Duration in Treatment Benefit (Weeks) From Baseline Over 12 Weeks in Body Weight (≥1.5 kg) (LEAST_SQUARES_MEAN) weeks = 5.490; Duration of Treatment Benefit (Weeks) From Baseline Over 12 Weeks in 5-IASS (≥0 Points) (LEAST_SQUARES_MEAN) weeks = 9.470; Duration of Treatment Benefit (Weeks) From Baseline Over 12 Weeks in 5-IASS (≥3 Points) (LEAST_SQUARES_MEAN) weeks = 5.143,,,,,,,,,,,,,,,,
NCT03775486,Study of Durvalumab+Olaparib or Durvalumab After Treatment With Durvalumab and Chemotherapy in Patie,True,1,11,Progression-free Survival (COUNT_OF_PARTICIPANTS) Participants = 40,Overall Survival (COUNT_OF_PARTICIPANTS) Participants = 44; Objective Response Rate (COUNT_OF_PARTICIPANTS) Participants = 22; Duration of Response (NUMBER) percent = 90.5; Progression-free Survival in Homologous Recombination Repair Related Gene Mutation (HRRm) Population (COUNT_OF_PARTICIPANTS) Participants = 1; Concentration of Durvalumab (GEOMETRIC_MEAN) μg/mL = 417.152; Change From Baseline in European Organisation for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire (QLQ)-Lung Cancer (LC)13 (MEAN) change from baseline score = -1.27; Time to Deterioration in European Organisation for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire (QLQ)-Lung Cancer (LC)13 (MEDIAN) months = 10.0 [5.6-12.2]; Change From Baseline in EORTC Quality of Life Questionnaire (QLQ) QLQ-C30 (MEAN) change from baseline score = 0.15; Time to Deterioration in EORTC Quality of Life Questionnaire (QLQ) QLQ-C30 (MEDIAN) time to deterioration (months) = 8.8 [5.6-10.8]; Presence of Anti-drug Antibodies (ADAs) for Durvalumab (COUNT_OF_PARTICIPANTS) Participants = 11; Number of Participants With Treatment-Related Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 83,,,,,Duration of Response (NUMBER) percent = 90.5,,,Objective Response Rate (COUNT_OF_PARTICIPANTS) Participants = 22,Overall Survival (COUNT_OF_PARTICIPANTS) Participants = 44,Progression-free Survival (COUNT_OF_PARTICIPANTS) Participants = 40; Progression-free Survival in Homologous Recombination Repair Related Gene Mutation (HRRm) Population (COUNT_OF_PARTICIPANTS) Participants = 1,,Change From Baseline in European Organisation for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire (QLQ)-Lung Cancer (LC)13 (MEAN) change from baseline score = -1.27; Time to Deterioration in European Organisation for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire (QLQ)-Lung Cancer (LC)13 (MEDIAN) months = 10.0 [5.6-12.2]; Change From Baseline in EORTC Quality of Life Questionnaire (QLQ) QLQ-C30 (MEAN) change from baseline score = 0.15; Time to Deterioration in EORTC Quality of Life Questionnaire (QLQ) QLQ-C30 (MEDIAN) time to deterioration (months) = 8.8 [5.6-10.8],Objective Response Rate (COUNT_OF_PARTICIPANTS) Participants = 22,Number of Participants With Treatment-Related Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 83,,
NCT03822351,Durvalumab Alone or in Combination With Novel Agents in Subjects With NSCLC,True,1,12,Objective Response (OR) Rate as a Measure of Antitumor Activity of Durvalumab Alone vs Durvalumab in Combination With Novel Agents (NUMBER) Percentage of Participants = 23.9 [14.3-35.9],Presence of Adverse Events as a Measure of Safety and Tolerability of Durvalumab Alone and in Combination With Novel Agents (COUNT_OF_PARTICIPANTS) Participants = 65; Presence of Clinically Significant Laboratory Values as a Measure of Safety and Tolerability of Durvalumab Alone and in Combination With Novel Agents (COUNT_OF_PARTICIPANTS) Participants = 1; Presence of Abnormalities in Vital Signs as a Measure of Safety and Tolerability of Durvalumab Alone and in Combination With Novel Agents (COUNT_OF_PARTICIPANTS) Participants = 3; ; Disease Control (DC) as a Measure of Efficacy of Durvalumab Alone vs Durvalumab in Combination With Novel Agents (NUMBER) Percentage of Participants = 58.2 [45.5-70.2]; Progression-Free Survival (PFS) as a Measure of Efficacy of Durvalumab Alone vs Durvalumab in Combination With Novel Agents (MEDIAN) Months = 7.3 [4.0-13.8]; Progression-Free Survival 12 Month Landmark Rate (PFS-12) as a Measure of Efficacy of Durvalumab Alone vs Durvalumab in Combination With Novel Agents (NUMBER) Percentage of Participants = 37.6 [24.7-50.4]; Overall Survival (OS) as a Measure of Efficacy of Durvalumab Alone vs Durvalumab in Combination With Novel Agents (MEDIAN) Months = 40.9; Pharmacokinetics of Durvalumab Alone and in Combination With Novel Agents (GEOMETRIC_MEAN) Micrograms per milliliter = 318.0; Pharmacokinetics of Novel Agents in Combination With Durvalumab (GEOMETRIC_MEAN) Micrograms per milliliter = 581.6; Presence of Detectable Anti-Drug Antibody (ADA) Response to Durvalumab Alone and in Combination With Novel Agents (COUNT_OF_PARTICIPANTS) Participants = 3; Presence of Detectable Anti-Drug Antibody (ADA) Response to Novel Agents in Combination With Durvalumab (COUNT_OF_PARTICIPANTS) Participants = 0,,,,,,,,,Overall Survival (OS) as a Measure of Efficacy of Durvalumab Alone vs Durvalumab in Combination With Novel Agents (MEDIAN) Months = 40.9,Progression-Free Survival (PFS) as a Measure of Efficacy of Durvalumab Alone vs Durvalumab in Combination With Novel Agents (MEDIAN) Months = 7.3 [4.0-13.8]; Progression-Free Survival 12 Month Landmark Rate (PFS-12) as a Measure of Efficacy of Durvalumab Alone vs Durvalumab in Combination With Novel Agents (NUMBER) Percentage of Participants = 37.6 [24.7-50.4],,,,Presence of Adverse Events as a Measure of Safety and Tolerability of Durvalumab Alone and in Combination With Novel Agents (COUNT_OF_PARTICIPANTS) Participants = 65,,
NCT03829319,Safety and Efficacy Study of Pemetrexed + Platinum Chemotherapy + Pembrolizumab (MK-3475) With or Wi,True,5,15,Part 1: Number of Participants With a Dose-limiting Toxicity (DLT) (COUNT_OF_PARTICIPANTS) Participants = 2; Part 1: Number of Participants Who Experienced an Adverse Event (AE) (COUNT_OF_PARTICIPANTS) Participants = 13; Part 1: Number of Participants Who Discontinued Study Drug Due to an Adverse Event (COUNT_OF_PARTICIPANTS) Participants = 9; Part 2: Progression-free Survival (PFS) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (MEDIAN) Months = 12.1 [10.4-14.1]; Part 2: Overall Survival (OS) (MEDIAN) Months = 21.8 [18.6-24.0],"Part 2: Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (NUMBER) Percentage of Participants = 57.1 [50.1-63.8]; Part 2: Duration of Response (DOR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (MEDIAN) Months = 1.6 [1.1-15.4]; Part 2: Number of Participants Who Experienced an Adverse Event (AE) (COUNT_OF_PARTICIPANTS) Participants = 372; Part 2: Number of Participants Who Discontinued Study Drug Due to an Adverse Event (COUNT_OF_PARTICIPANTS) Participants = 127; Part 2: Change From Baseline in Global Health Status (GHS) (European Organization for Research and Treatment of Cancer Quality of Life Questionnaire-Core 30 [EORTC QLQ-C30] Items 29 and 30) Score (LEAST_SQUARES_MEAN) Score on a Scale = 0.65 [-1.55-2.84]; Part 2: Change From Baseline in Cough (EORTC Quality of Life Questionnaire-Lung Cancer Module 13 [QLQ-LC13] Item 31) Score (LEAST_SQUARES_MEAN) Score on a scale = -11.77 [-14.72--8.81]; Part 2: Change From Baseline in Chest Pain (EORTC QLQ-LC13 Item 40) Score (LEAST_SQUARES_MEAN) Score on a scale = -4.61 [-7.26--1.96]; Part 2: Change From Baseline in Dyspnea (EORTC QLQ-C30 Item 8) Score (LEAST_SQUARES_MEAN) Score on a scale = -2.77 [-6.04-0.50]; Part 2: Change From Baseline in Physical Functioning (EORTC QLQ-C30 Items 1-5) Score (LEAST_SQUARES_MEAN) Score on a scale = -4.11 [-6.37--1.84]; Part 2: Time to True Deterioration (TTD) Based on Change From Baseline in Global Health Status (GHS)/Quality of Life (QoL) (EORTC QLQ-C30 Items 29 and 30) Score (MEDIAN) Months = 15.70; ; ; ; Part 2: TTD Based on Change From Baseline in Physical Functioning EORTC QLQ-C30 (Items 1 Through 5) Score (MEDIAN) Months = 16.82 [8.84-22.51]; Part 2: Time to True Deterioration (TTD) Based on Change From Baseline in the Composite Endpoint of Cough (EORTC QLQ-LC13 Item 31), Chest Pain (EORTC QLQ-LC13 Item 40), or Dyspnea (EORTC QLQ-C30 Item 8) (MEDIAN) Months = 8.28 [5.98-11.07]",,,,,Part 2: Duration of Response (DOR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (MEDIAN) Months = 1.6 [1.1-15.4],,,Part 2: Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (NUMBER) Percentage of Participants = 57.1 [50.1-63.8],Part 2: Overall Survival (OS) (MEDIAN) Months = 21.8 [18.6-24.0],Part 2: Progression-free Survival (PFS) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (MEDIAN) Months = 12.1 [10.4-14.1],,Part 2: Change From Baseline in Global Health Status (GHS) (European Organization for Research and Treatment of Cancer Quality of Life Questionnaire-Core 30 [EORTC QLQ-C30] Items 29 and 30) Score (LEAST_SQUARES_MEAN) Score on a Scale = 0.65 [-1.55-2.84]; Part 2: Change From Baseline in Cough (EORTC Quality of Life Questionnaire-Lung Cancer Module 13 [QLQ-LC13] Item 31) Score (LEAST_SQUARES_MEAN) Score on a scale = -11.77 [-14.72--8.81]; Part 2: Time to True Deterioration (TTD) Based on Change From Baseline in Global Health Status (GHS)/Quality of Life (QoL) (EORTC QLQ-C30 Items 29 and 30) Score (MEDIAN) Months = 15.70,Part 2: Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (NUMBER) Percentage of Participants = 57.1 [50.1-63.8],Part 1: Number of Participants With a Dose-limiting Toxicity (DLT) (COUNT_OF_PARTICIPANTS) Participants = 2,,
