nct_id,official_title,experimental_drugs,biomarkers,primary_outcomes,efficacy_status,reasoning
NCT03358875,"A Phase 3, Open-Label, Multicenter, Randomized Study to Investigate the Efficacy and Safety of BGB-A317 (Anti-PD1 Antibody) Compared With Docetaxel in Patients With Non-Small Cell Lung Cancer Who Have Progressed on a Prior Platinum-Containing Regimen",Tislelizumab,PD-L1; EGFR; ALK,"Tislelizumab significantly improved Overall Survival (OS) compared to docetaxel in both the overall participant population (median OS 17.2 vs 11.9 months; HR 0.64, 95% CI 0.527-0.778; p<0.0001) and in the PD-L1-positive participant subgroup (median OS 19.3 vs 11.5 months; HR 0.53, 95% CI 0.407-0.702; p<0.0001).",POSITIVE,"Both co-primary endpoints, Overall Survival in all participants and Overall Survival in PD-L1-positive participants, demonstrated statistically significant improvement for tislelizumab with p-values <0.0001 and hazard ratios with 95% confidence intervals not crossing 1.0."
NCT03377023,Phase I/II Study of Nivolumab and Ipilimumab Combined With Nintedanib in Non Small Cell Lung Cancer,Nivolumab; Ipilimumab; Nintedanib,EGFR; ALK; ROS1,"The primary efficacy endpoint for Phase 2 was Objective Response Rate (ORR). For Arm A (treatment-naïve), the observed ORR was 40.9% (95% CI: 21.5-63.3) against a target of 50%. For Arm B (immunotherapy pre-treated), the observed ORR was 21.4% (95% CI: 9.03-41.5) against a target of 20%. The Phase 1 primary endpoint determined the Recommended Phase 2 Dose (RP2D) of nintedanib as 150 mg, in combination with nivolumab and ipilimumab.",NEGATIVE,"The primary efficacy endpoint was Phase 2 ORR. For Arm A, the observed ORR of 40.9% did not statistically significantly meet the target of 50%, as the lower bound of the 95% CI (21.5%) was below the target. For Arm B, while the observed ORR of 21.4% was numerically above the target of 20%, it did not statistically significantly meet the target as the lower bound of the 95% CI (9.03%) was below the target. Therefore, the primary efficacy endpoint was not met in either arm."
NCT03425643,"A Phase III, Randomized, Double-blind Trial of Platinum Doublet Chemotherapy +/-Pembrolizumab (MK-3475) as Neoadjuvant/Adjuvant Therapy for Participants With Resectable Stage II, IIIA, and Resectable IIIB (T3-4N2) Non-small Cell Lung Cancer (NSCLC) (KEYNOTE-671)",Pembrolizumab,PD-L1,"The addition of pembrolizumab to neoadjuvant/adjuvant platinum doublet chemotherapy significantly improved Event Free Survival (EFS) with a Hazard Ratio (HR) of 0.59 (95% CI: 0.48, 0.72; p < 0.00001) and Overall Survival (OS) with an HR of 0.72 (95% CI: 0.56, 0.93; p = 0.00517) compared to placebo in participants with resectable Stage II, IIIA, and IIIB (N2) NSCLC.",POSITIVE,"Both primary endpoints, Event Free Survival (EFS) and Overall Survival (OS), demonstrated statistical significance (p < 0.05) and favorable Hazard Ratios (HR) with confidence intervals not crossing 1.0, indicating a significant benefit for the pembrolizumab arm."
NCT03433469,"A Phase II Study to Evaluate Neoadjuvant Osimertinib Therapy in Patients With Surgically Resectable, EGFR-Mutant Non-Small Cell Lung Cancer",Osimertinib,EGFR,"The primary endpoint, Major Pathological Response (MPR), was 14.8% (95% CI: 5.9%, 32.5%).",POSITIVE,"The primary endpoint's 95% Confidence Interval for Major Pathological Response (MPR) [5.9%, 32.5%] does not cross 0. This indicates a statistically significant pathological response rate greater than zero, aligning with a positive finding in a Phase II trial where no specific p-value threshold against a defined null hypothesis (other than zero) is explicitly stated."
NCT03434418,A Single Arm Phase II Study Osimertinib in Patients With Stage 4 Non-small Cell Lung Cancer With Uncommon EGFR Mutations,osimertinib,EGFR,The objective response rate (ORR) was 8 out of 17 participants (47.1%) as assessed by the investigator using RECIST 1.1.,UNCERTAIN,"The primary endpoint, Objective Response Rate, was reported as 8 out of 17 participants (47.1%). However, no statistical analysis (e.g., p-value or confidence interval for the ORR) was provided in the outcome data to determine if this outcome met predefined significance criteria (p < 0.05) for this single-arm study."
NCT03455829,"Phase 1b/2 Safety, Pharmacokinetic, and Efficacy Study of G1T38 in Combination With Osimertinib in Patients With EGFR Mutation-Positive Metastatic Non-Small Cell Lung Cancer (NSCLC)",G1T38; Osimertinib,EGFR,"The primary outcome, Dose Limiting Toxicity (DLT), was evaluated in Part 1. One DLT was observed in Cohort 3 (G1T38 400 mg QD + Osimertinib) out of 4 participants. No DLTs were observed in Cohorts 1, 2, 4, and 5, demonstrating varying safety profiles across different dosing cohorts.",UNCERTAIN,"The primary endpoint of this Phase 1b/2 study was Dose Limiting Toxicity (DLT), which is a safety endpoint. The provided results for DLT do not include p-values or confidence intervals relevant to the 'efficacy' significance criteria (p < 0.05 or CI crossing 1.0/0) required to determine a POSITIVE or NEGATIVE efficacy status. Therefore, the efficacy status based on the primary endpoint is UNCERTAIN as per the given rules."
NCT03473925,A Phase II Study of Navarixin (MK-7123) in Combination With Pembrolizumab (MK-3475) in Participants With Selected Advanced/Metastatic Solid Tumors,Navarixin,PD-L1,"The primary efficacy endpoint, Objective Response Rate (ORR) by RECIST 1.1, was very low in both experimental arms for participants with advanced/metastatic solid tumors. The Navarixin 30 mg + Pembrolizumab arm showed an ORR of 3.9% (95% CI: 0.5, 13.5), and the Navarixin 100 mg + Pembrolizumab arm showed an ORR of 1.9% (95% CI: 0.0, 9.9). These rates indicate a lack of substantial clinical efficacy.",NEGATIVE,"The primary efficacy endpoint (ORR) demonstrated very low response rates in both treatment arms. The 95% confidence interval for the 100 mg Navarixin arm (0.0% to 9.9%) included 0.0%, and for the 30 mg arm (0.5% to 13.5%) was also very low, indicating a lack of statistically significant clinical activity for the combination of Navarixin and Pembrolizumab in this heavily pre-treated, refractory patient population."
NCT03515837,"A Randomized, Double-Blind, Phase 3 Study of Pemetrexed + Platinum Chemotherapy With or Without Pembrolizumab (MK-3475) in TKI-resistant EGFR-mutated Tumors in Metastatic Non-squamous Non-small Cell Lung Cancer (NSCLC) Participants (KEYNOTE-789)",pembrolizumab,EGFR; PD-L1,"The study assessed two primary endpoints: Progression-free Survival (PFS) and Overall Survival (OS). For PFS, the experimental arm showed a median of 5.6 months (95% CI: 5.5-5.8) versus 5.5 months (95% CI: 5.4-5.6) for the control arm, with a Hazard Ratio (HR) of 0.80 (95% CI: 0.65-0.97) and a one-sided p-value of 0.0122, indicating a statistically significant improvement. For OS, the experimental arm had a median of 15.9 months (95% CI: 13.7-18.8) versus 14.7 months (95% CI: 12.7-17.1) for the control arm, with an HR of 0.84 (95% CI: 0.69-1.02) and a one-sided p-value of 0.0362. Although the p-value for OS was less than 0.05, the 95% Confidence Interval for the HR crossed 1.0, indicating that the OS endpoint was not met by the predefined criteria for statistical significance.",MIXED,"PFS met statistical significance (p=0.0122, HR=0.80, 95% CI: 0.65-0.97, not crossing 1.0). OS, while having a p-value < 0.05 (p=0.0362), had a 95% Confidence Interval for the HR (0.69-1.02) that crossed 1.0, failing to meet the specified criteria for a positive outcome. Therefore, the overall efficacy status is MIXED."
NCT03519971,"A Phase III, Randomized, Placebo-controlled, Double-blind, Multi-center, International Study of Durvalumab Given Concurrently With Platinum-based Chemoradiation Therapy in Patients With Locally Advanced, Unresectable NSCLC (Stage III) (PACIFIC2)",Durvalumab,Unselected,"The primary endpoint, Progression-Free Survival (PFS) by BICR, showed a median PFS of 13.8 months (95% CI: 9.5, 16.9) for the Durvalumab + SoC CRT arm compared to 9.4 months (95% CI: 7.5, 16.6) for the Placebo + SoC CRT arm. The Hazard Ratio was 0.85 (95% CI: 0.647, 1.123) with a p-value of 0.247.",NEGATIVE,"The primary endpoint, Progression-Free Survival (PFS), did not achieve statistical significance with a p-value of 0.247 (P >= 0.05). Additionally, the 95% Confidence Interval for the Hazard Ratio (0.647-1.123) crosses 1.0, indicating no statistically significant difference between the experimental and placebo arms."
NCT03520842,Study of Regorafenib in Combination With Oral Methotrexate for KRAS Mutated Non-Small Cell Lung Cancer (NSCLC),Regorafenib,KRAS,"The primary outcome, median Progression Free Survival (PFS), was reported as 3.7 months (95% CI: 1.8-8.6) in the single-arm treatment group.",UNCERTAIN,"The trial is a single-arm study, and while the median PFS and its 95% confidence interval are reported, no p-value is provided to assess statistical significance against a null hypothesis or a comparator arm. Therefore, the efficacy status regarding whether the primary endpoint met significance (p < 0.05) cannot be determined based on the given criteria."
NCT03521154,"A Phase III, Randomized, Double-blind, Placebo-controlled, Multicenter, International Study of Osimertinib as Maintenance Therapy in Patients With Locally Advanced, Unresectable EGFR Mutation-positive Non-Small Cell Lung Cancer (Stage III) Whose Disease Has Not Progressed Following Definitive Platinum-based Chemoradiation Therapy (LAURA).",Osimertinib,EGFR,"The primary endpoint, Progression-free Survival (PFS) by Blinded Independent Central Review (BICR), was significantly longer in the osimertinib arm (median 39.13 months; 95% CI: 31.51 to NA) compared to placebo (median 5.55 months; 95% CI: 3.71 to 7.43). The Hazard Ratio was 0.16 (95% CI: 0.10, 0.24) with a p-value of <0.001, indicating a clear benefit for osimertinib.",POSITIVE,"The primary endpoint (PFS) demonstrated statistical significance (p < 0.001) and a favorable Hazard Ratio (0.16) with a 95% Confidence Interval (0.10, 0.24) that does not cross 1.0, indicating a positive outcome for the experimental drug."
NCT03523702,The Selective Personalized Radio-Immunotherapy for Locally Advanced NSCLC Trial (SPRINT),pembrolizumab,PD-L1,"The primary outcome, 12-month Progression-Free Survival (PFS), was reported as 19 out of 25 participants (76%) in the PembroRT cohort (PD-L1 expression ≥ 50%).",UNCERTAIN,"The study reports the 12-month PFS rate for a single-arm cohort. There is no comparator arm, p-value, or confidence interval provided for the primary endpoint to determine statistical significance against a predefined threshold or comparator."
NCT03526900,Phase II Non-randomized Study of a Atezolizumab (MPDL3280A) in Combination With Carboplatin Plus Pemetrexed in Patients Who Are Chemotherapy-naïve and Have Stage IV Non-squamous Non-small Cell Lung Cancer Twith Asymptomatic Brain Metastasis,Atezolizumab,EGFR; ALK,"The primary endpoint, efficacy of Atezolizumab + Carboplatin + Pemetrexed by evaluating PFS rate at 12 weeks, was 62.2% (95% CI: 47.1% - 76.2%) in 40 participants.",UNCERTAIN,"The study is a single-arm Phase II trial. While a 12-week PFS rate of 62.2% with a 95% CI of 47.1%-76.2% is reported for the primary endpoint, the data does not provide a p-value or a comparison to a predefined null hypothesis or control arm, which is required to determine if the primary endpoint met statistical significance (p < 0.05)."
NCT03563716,"A Phase II, Randomized, Blinded, Placebo-Controlled Study of Tiragolumab, An Anti-TIGIT Antibody, In Combination With Atezolizumab In Chemotherapy-Naïve Patients With Locally Advanced Or Metastatic Non-Small Cell Lung Cancer",Tiragolumab,PD-L1; EGFR; ALK,"The primary outcome of Objective Response Rate (ORR) was significantly higher in the Tiragolumab + Atezolizumab arm (31.3%) compared to the Atezolizumab + Placebo arm (16.2%), with an Odds Ratio of 2.57 (95% CI: 1.07-6.14). Progression Free Survival (PFS) was also significantly improved in the experimental arm (median 5.42 months) versus the control arm (median 3.58 months), with a Hazard Ratio of 0.57 (95% CI: 0.37-0.90).",POSITIVE,"Both primary endpoints (ORR and PFS) demonstrated statistically significant improvements in favor of the Tiragolumab + Atezolizumab combination, with confidence intervals not crossing 1.0."
NCT03573947,"A Phase II Clinical Trial of Combination Nivolumab (Opdivo), Ipilimumab (Yervoy), and Paclitaxel in Patients With Untreated Metastatic Non-Small Cell Lung Cancer (NSCLC) (The OPTIMAL Trial) [TOP 1705]",Nivolumab; Ipilimumab,EGFR; ALK; ROS1,"The primary endpoint, median progression-free survival (PFS), was 9.4 months (95% CI: 5.9, 16.6 months).",UNCERTAIN,"The primary outcome reports a median PFS with its 95% confidence interval, but no p-value or comparative statistical analysis (e.g., hazard ratio with CI) is provided to determine if the endpoint met statistical significance (p < 0.05) according to the specified criteria. The CI rule for crossing 1.0/0 does not apply to a median value."
